
State,First_Year,Last_Year,Injury_Intent,Race_Ethnicity,Gender,Total_Deaths,Population,Age_Adjusted_Rate_per_ 100000
Nebraska,2016,2020,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),All Genders,,270697,
Nebraska,2016,2020,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),Male,,132451,
Nebraska,2016,2020,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),Female,,138246,
Nebraska,2016,2020,Firearm Suicide,All Races/Ethnicities,All Genders,680,9628420,6.840789794921875
Nebraska,2016,2020,Firearm Suicide,All Races/Ethnicities,Male,634,4806446,12.86462
Nebraska,2016,2020,Firearm Suicide,All Races/Ethnicities,Female,46,4821974,0.96708
Nebraska,2016,2020,Firearm Suicide,non-Hispanic Black,All Genders,25,529607,4.80848
Nebraska,2016,2020,Firearm Suicide,non-Hispanic Black,Male,22,272014,8.7427
Nebraska,2016,2020,Firearm Suicide,non-Hispanic Black,Female,,257593,
Nebraska,2016,2020,Firearm Suicide,non-Hispanic white,All Genders,625,7663998,7.61497
Nebraska,2016,2020,Firearm Suicide,non-Hispanic white,Male,584,3798377,14.38637
Nebraska,2016,2020,Firearm Suicide,non-Hispanic white,Female,41,3865621,1.05789
Nebraska,2016,2020,Firearm Suicide,Latinx,All Genders,25,1075340,2.48944
Nebraska,2016,2020,Firearm Suicide,Latinx,Male,23,560378,4.40393
Nebraska,2016,2020,Firearm Suicide,Latinx,Female,,514962,
Nebraska,2016,2020,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),All Genders,,88778,
Nebraska,2016,2020,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),Male,,43226,
Nebraska,2016,2020,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),Female,,,
Nebraska,2016,2020,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),All Genders,,270697,
Nebraska,2016,2020,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),Male,,132451,
Nebraska,2016,2020,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),Female,,,
Nevada,2016,2020,All Firearm Deaths,All Races/Ethnicities,All Genders,2593,15190904,16.679630279541016
Nevada,2016,2020,All Firearm Deaths,All Races/Ethnicities,Male,2168,7616768,28.089120864868164
Nevada,2016,2020,All Firearm Deaths,All Races/Ethnicities,Female,425,7574136,5.481919765472412
Nevada,2016,2020,All Firearm Deaths,non-Hispanic Black,All Genders,398,1526080,25.92966
Nevada,2016,2020,All Firearm Deaths,non-Hispanic Black,Male,343,756925,44.39563
Nevada,2016,2020,All Firearm Deaths,non-Hispanic Black,Female,55,769155,7.46365
Nevada,2016,2020,All Firearm Deaths,non-Hispanic white,All Genders,1665,7633464,19.35665
Nevada,2016,2020,All Firearm Deaths,non-Hispanic white,Male,1383,3884687,31.53818
Nevada,2016,2020,All Firearm Deaths,non-Hispanic white,Female,282,3748777,6.84345
Nevada,2016,2020,All Firearm Deaths,Latinx,All Genders,384,4407713,8.5302
Nevada,2016,2020,All Firearm Deaths,Latinx,Male,333,2233573,14.47942
Nevada,2016,2020,All Firearm Deaths,Latinx,Female,51,2174140,2.40499
Nevada,2016,2020,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),All Genders,30,149225,20.53258
Nevada,2016,2020,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),Male,24,71572,34.35818
Nevada,2016,2020,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),Female,,77653,
Nevada,2016,2020,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),All Genders,115,1474422,7.74642
Nevada,2016,2020,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),Male,85,670011,12.32081
Nevada,2016,2020,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),Female,30,804411,3.7697
Nevada,2016,2020,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,All Genders,796,15190904,5.50029993057251
Nevada,2016,2020,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,Male,649,7616768,8.86437
Nevada,2016,2020,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,Female,147,7574136,2.02255
Nevada,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic Black,All Genders,291,1526080,18.82666
Nevada,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic Black,Male,252,756925,32.2578
Nevada,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic Black,Female,39,769155,5.27812
Nevada,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic white,All Genders,236,7633464,3.26649
Nevada,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic white,Male,176,3884687,4.81384
Nevada,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic white,Female,60,3748777,1.61036
Nevada,2016,2020,Firearm Homicide (including Legal Intervention),Latinx,All Genders,214,4407713,4.62885
Nevada,2016,2020,Firearm Homicide (including Legal Intervention),Latinx,Male,186,2233573,7.72086
Nevada,2016,2020,Firearm Homicide (including Legal Intervention),Latinx,Female,28,2174140,1.3957
Nevada,2016,2020,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),All Genders,13,149225,
Nevada,2016,2020,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),Male,10,71572,
Nevada,2016,2020,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),Female,,77653,
Nevada,2016,2020,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),All Genders,41,1474422,2.85622
Nevada,2016,2020,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),Male,25,670011,3.73471
Nevada,2016,2020,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),Female,16,804411,
Nevada,2016,2020,Firearm Suicide,All Races/Ethnicities,All Genders,1756,15190904,10.908490180969238
Nevada,2016,2020,Firearm Suicide,All Races/Ethnicities,Male,1494,7616768,18.86703
Nevada,2016,2020,Firearm Suicide,All Races/Ethnicities,Female,262,7574136,3.24909
Nevada,2016,2020,Firearm Suicide,non-Hispanic Black,All Genders,102,1526080,6.74492
Nevada,2016,2020,Firearm Suicide,non-Hispanic Black,Male,89,756925,11.89331
Nevada,2016,2020,Firearm Suicide,non-Hispanic Black,Female,13,769155,
Nevada,2016,2020,Firearm Suicide,non-Hispanic white,All Genders,1400,7633464,15.65573
Nevada,2016,2020,Firearm Suicide,non-Hispanic white,Male,1189,3884687,26.2224
Nevada,2016,2020,Firearm Suicide,non-Hispanic white,Female,211,3748777,4.97601
Nevada,2016,2020,Firearm Suicide,Latinx,All Genders,164,4407713,3.73986
Nevada,2016,2020,Firearm Suicide,Latinx,Male,143,2233573,6.59855
Nevada,2016,2020,Firearm Suicide,Latinx,Female,21,2174140,0.94051
Nevada,2016,2020,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),All Genders,17,149225,
Nevada,2016,2020,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),Male,14,71572,
Nevada,2016,2020,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),Female,,77653,
Nevada,2016,2020,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),All Genders,73,1474422,4.81338
Nevada,2016,2020,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),Male,59,670011,8.43697
Nevada,2016,2020,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),Female,14,804411,
New Hampshire,2016,2020,All Firearm Deaths,All Races/Ethnicities,All Genders,717,6760034,9.998709678649902
New Hampshire,2016,2020,All Firearm Deaths,All Races/Ethnicities,Male,612,3348922,17.250280380249023
New Hampshire,2016,2020,All Firearm Deaths,All Races/Ethnicities,Female,105,3411112,3.0303499698638916
New Hampshire,2016,2020,All Firearm Deaths,non-Hispanic Black,All Genders,,114672,
New Hampshire,2016,2020,All Firearm Deaths,non-Hispanic Black,Male,,63510,
New Hampshire,2016,2020,All Firearm Deaths,non-Hispanic Black,Female,,51162,
New Hampshire,2016,2020,All Firearm Deaths,non-Hispanic white,All Genders,692,6158145,10.58964
New Hampshire,2016,2020,All Firearm Deaths,non-Hispanic white,Male,591,3041639,18.29976
New Hampshire,2016,2020,All Firearm Deaths,non-Hispanic white,Female,101,3116506,3.19305
New Hampshire,2016,2020,All Firearm Deaths,Latinx,All Genders,10,261404,
New Hampshire,2016,2020,All Firearm Deaths,Latinx,Male,,134696,
New Hampshire,2016,2020,All Firearm Deaths,Latinx,Female,,126708,
New Hampshire,2016,2020,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),All Genders,,,
New Hampshire,2016,2020,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),Male,,,
New Hampshire,2016,2020,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),Female,,,
New Hampshire,2016,2020,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),All Genders,,206695,
New Hampshire,2016,2020,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),Male,,99208,
New Hampshire,2016,2020,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),Female,,107487,
New Hampshire,2016,2020,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,All Genders,69,6760034,1.077370047569275
New Hampshire,2016,2020,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,Male,51,3348922,1.57748
New Hampshire,2016,2020,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,Female,18,3411112,
New Hampshire,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic Black,All Genders,,114672,
New Hampshire,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic Black,Male,,,
New Hampshire,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic Black,Female,,51162,
New Hampshire,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic white,All Genders,62,6158145,1.0725
New Hampshire,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic white,Male,45,3041639,1.57355
New Hampshire,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic white,Female,17,3116506,
New Hampshire,2016,2020,Firearm Homicide (including Legal Intervention),Latinx,All Genders,,261404,
New Hampshire,2016,2020,Firearm Homicide (including Legal Intervention),Latinx,Male,,134696,
New Hampshire,2016,2020,Firearm Homicide (including Legal Intervention),Latinx,Female,,,
New Hampshire,2016,2020,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),All Genders,,,
New Hampshire,2016,2020,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),Male,,,
New Hampshire,2016,2020,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),Female,,,
New Hampshire,2016,2020,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),All Genders,,,
New Hampshire,2016,2020,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),Male,,,
New Hampshire,2016,2020,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),Female,,,
New Hampshire,2016,2020,Firearm Suicide,All Races/Ethnicities,All Genders,640,6760034,8.786970138549805
New Hampshire,2016,2020,Firearm Suicide,All Races/Ethnicities,Male,554,3348922,15.44744
New Hampshire,2016,2020,Firearm Suicide,All Races/Ethnicities,Female,86,3411112,2.45724
New Hampshire,2016,2020,Firearm Suicide,non-Hispanic Black,All Genders,,114672,
New Hampshire,2016,2020,Firearm Suicide,non-Hispanic Black,Male,,63510,
New Hampshire,2016,2020,Firearm Suicide,non-Hispanic Black,Female,,51162,
New Hampshire,2016,2020,Firearm Suicide,non-Hispanic white,All Genders,622,6158145,9.34609
New Hampshire,2016,2020,Firearm Suicide,non-Hispanic white,Male,539,3041639,16.48768
New Hampshire,2016,2020,Firearm Suicide,non-Hispanic white,Female,83,3116506,2.5878
New Hampshire,2016,2020,Firearm Suicide,Latinx,All Genders,,261404,
New Hampshire,2016,2020,Firearm Suicide,Latinx,Male,,134696,
New Hampshire,2016,2020,Firearm Suicide,Latinx,Female,,126708,
New Hampshire,2016,2020,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),All Genders,,,
New Hampshire,2016,2020,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),Male,,,
New Hampshire,2016,2020,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),Female,,,
New Hampshire,2016,2020,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),All Genders,,206695,
New Hampshire,2016,2020,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),Male,,99208,
New Hampshire,2016,2020,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),Female,,107487,
New Jersey,2016,2020,All Firearm Deaths,All Races/Ethnicities,All Genders,2194,44623194,4.943689823150635
New Jersey,2016,2020,All Firearm Deaths,All Races/Ethnicities,Male,1959,21800148,9.0310697555542
New Jersey,2016,2020,All Firearm Deaths,All Races/Ethnicities,Female,235,22823046,1.054129958152771
New Jersey,2016,2020,All Firearm Deaths,non-Hispanic Black,All Genders,1015,5993377,16.77377
New Jersey,2016,2020,All Firearm Deaths,non-Hispanic Black,Male,929,2834530,31.33632
New Jersey,2016,2020,All Firearm Deaths,non-Hispanic Black,Female,86,3158847,2.82098
New Jersey,2016,2020,All Firearm Deaths,non-Hispanic white,All Genders,888,24816630,3.1041
New Jersey,2016,2020,All Firearm Deaths,non-Hispanic white,Male,770,12113161,5.57553
New Jersey,2016,2020,All Firearm Deaths,non-Hispanic white,Female,118,12703469,0.87008
New Jersey,2016,2020,All Firearm Deaths,Latinx,All Genders,262,9197960,2.79822
New Jersey,2016,2020,All Firearm Deaths,Latinx,Male,236,4607710,5.01392
New Jersey,2016,2020,All Firearm Deaths,Latinx,Female,26,4590250,0.5566
New Jersey,2016,2020,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),All Genders,,,
New Jersey,2016,2020,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),Male,,,
New Jersey,2016,2020,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),Female,,,
New Jersey,2016,2020,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),All Genders,29,4530436,0.62483
New Jersey,2016,2020,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),Male,24,2203810,1.07171
New Jersey,2016,2020,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),Female,,2326626,
New Jersey,2016,2020,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,All Genders,1242,44623194,3.011929988861084
New Jersey,2016,2020,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,Male,1100,21800148,5.28823
New Jersey,2016,2020,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,Female,142,22823046,0.6826
New Jersey,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic Black,All Genders,937,5993377,15.49085
New Jersey,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic Black,Male,855,2834530,28.76185
New Jersey,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic Black,Female,82,3158847,2.68559
New Jersey,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic white,All Genders,103,24816630,0.44829
New Jersey,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic white,Male,66,12113161,0.57378
New Jersey,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic white,Female,37,12703469,0.30469
New Jersey,2016,2020,Firearm Homicide (including Legal Intervention),Latinx,All Genders,188,9197960,1.96539
New Jersey,2016,2020,Firearm Homicide (including Legal Intervention),Latinx,Male,168,4607710,3.38927
New Jersey,2016,2020,Firearm Homicide (including Legal Intervention),Latinx,Female,20,4590250,0.42467
New Jersey,2016,2020,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),All Genders,,,
New Jersey,2016,2020,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),Male,,,
New Jersey,2016,2020,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),Female,,,
New Jersey,2016,2020,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),All Genders,14,4530436,
New Jersey,2016,2020,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),Male,11,2203810,
New Jersey,2016,2020,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),Female,,2326626,
New Jersey,2016,2020,Firearm Suicide,All Races/Ethnicities,All Genders,927,44623194,1.8807100057601929
New Jersey,2016,2020,Firearm Suicide,All Races/Ethnicities,Male,838,21800148,3.62609
New Jersey,2016,2020,Firearm Suicide,All Races/Ethnicities,Female,89,22823046,0.35106
New Jersey,2016,2020,Firearm Suicide,non-Hispanic Black,All Genders,73,5993377,1.19894
New Jersey,2016,2020,Firearm Suicide,non-Hispanic Black,Male,69,2834530,2.40298
New Jersey,2016,2020,Firearm Suicide,non-Hispanic Black,Female,,3158847,
New Jersey,2016,2020,Firearm Suicide,non-Hispanic white,All Genders,771,24816630,2.60907
New Jersey,2016,2020,Firearm Suicide,non-Hispanic white,Male,694,12113161,4.91364
New Jersey,2016,2020,Firearm Suicide,non-Hispanic white,Female,77,12703469,0.52766
New Jersey,2016,2020,Firearm Suicide,Latinx,All Genders,68,9197960,0.78364
New Jersey,2016,2020,Firearm Suicide,Latinx,Male,62,4607710,1.52721
New Jersey,2016,2020,Firearm Suicide,Latinx,Female,,4590250,
New Jersey,2016,2020,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),All Genders,,,
New Jersey,2016,2020,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),Male,,,
New Jersey,2016,2020,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),Female,,,
New Jersey,2016,2020,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),All Genders,15,4530436,
New Jersey,2016,2020,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),Male,13,2203810,
New Jersey,2016,2020,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),Female,,2326626,
New Mexico,2016,2020,All Firearm Deaths,All Races/Ethnicities,All Genders,2165,10467661,20.463899612426758
New Mexico,2016,2020,All Firearm Deaths,All Races/Ethnicities,Male,1831,5181983,34.96022033691406
New Mexico,2016,2020,All Firearm Deaths,All Races/Ethnicities,Female,334,5285678,6.273600101470947
New Mexico,2016,2020,All Firearm Deaths,non-Hispanic Black,All Genders,81,232572,34.74046
New Mexico,2016,2020,All Firearm Deaths,non-Hispanic Black,Male,75,130603,55.80848
New Mexico,2016,2020,All Firearm Deaths,non-Hispanic Black,Female,,101969,
New Mexico,2016,2020,All Firearm Deaths,non-Hispanic white,All Genders,1028,3971098,23.34909
New Mexico,2016,2020,All Firearm Deaths,non-Hispanic white,Male,851,1966054,38.73768
New Mexico,2016,2020,All Firearm Deaths,non-Hispanic white,Female,177,2005044,8.02943
New Mexico,2016,2020,All Firearm Deaths,Latinx,All Genders,903,5136489,17.74467
New Mexico,2016,2020,All Firearm Deaths,Latinx,Male,768,2549526,30.28114
New Mexico,2016,2020,All Firearm Deaths,Latinx,Female,135,2586963,5.35935
New Mexico,2016,2020,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),All Genders,128,943788,13.71782
New Mexico,2016,2020,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),Male,114,452515,25.65025
New Mexico,2016,2020,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),Female,14,491273,
New Mexico,2016,2020,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),All Genders,15,183714,
New Mexico,2016,2020,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),Male,13,83285,
New Mexico,2016,2020,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),Female,,100429,
New Mexico,2016,2020,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,All Genders,736,10467661,7.530109882354736
New Mexico,2016,2020,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,Male,601,5181983,12.13758
New Mexico,2016,2020,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,Female,135,5285678,2.7698
New Mexico,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic Black,All Genders,49,232572,20.37861
New Mexico,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic Black,Male,46,130603,32.49185
New Mexico,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic Black,Female,,101969,
New Mexico,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic white,All Genders,153,3971098,4.46124
New Mexico,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic white,Male,117,1966054,6.87784
New Mexico,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic white,Female,36,2005044,1.80634
New Mexico,2016,2020,Firearm Homicide (including Legal Intervention),Latinx,All Genders,464,5136489,9.2112
New Mexico,2016,2020,Firearm Homicide (including Legal Intervention),Latinx,Male,381,2549526,15.00828
New Mexico,2016,2020,Firearm Homicide (including Legal Intervention),Latinx,Female,83,2586963,3.33428
New Mexico,2016,2020,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),All Genders,64,943788,6.67052
New Mexico,2016,2020,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),Male,53,452515,11.11511
New Mexico,2016,2020,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),Female,11,491273,
New Mexico,2016,2020,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),All Genders,,183714,
New Mexico,2016,2020,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),Male,,83285,
New Mexico,2016,2020,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),Female,,100429,
New Mexico,2016,2020,Firearm Suicide,All Races/Ethnicities,All Genders,1372,10467661,12.384949684143066
New Mexico,2016,2020,Firearm Suicide,All Races/Ethnicities,Male,1180,5181983,21.81187
New Mexico,2016,2020,Firearm Suicide,All Races/Ethnicities,Female,192,5285678,3.36608
New Mexico,2016,2020,Firearm Suicide,non-Hispanic Black,All Genders,29,232572,13.23484
New Mexico,2016,2020,Firearm Suicide,non-Hispanic Black,Male,27,130603,22.11136
New Mexico,2016,2020,Firearm Suicide,non-Hispanic Black,Female,,101969,
New Mexico,2016,2020,Firearm Suicide,non-Hispanic white,All Genders,851,3971098,18.25082
New Mexico,2016,2020,Firearm Suicide,non-Hispanic white,Male,713,1966054,30.71714
New Mexico,2016,2020,Firearm Suicide,non-Hispanic white,Female,138,2005044,6.06363
New Mexico,2016,2020,Firearm Suicide,Latinx,All Genders,411,5136489,8.00576
New Mexico,2016,2020,Firearm Suicide,Latinx,Male,362,2549526,14.30312
New Mexico,2016,2020,Firearm Suicide,Latinx,Female,49,2586963,1.88596
New Mexico,2016,2020,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),All Genders,62,943788,6.86515
New Mexico,2016,2020,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),Male,59,452515,14.18051
New Mexico,2016,2020,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),Female,,491273,
New Mexico,2016,2020,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),All Genders,,183714,
New Mexico,2016,2020,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),Male,,83285,
New Mexico,2016,2020,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),Female,,,
New York,2016,2020,All Firearm Deaths,All Races/Ethnicities,All Genders,4349,97927234,4.294539928436279
New York,2016,2020,All Firearm Deaths,All Races/Ethnicities,Male,3945,47551600,8.046059608459473
New York,2016,2020,All Firearm Deaths,All Races/Ethnicities,Female,404,50375634,0.7792800068855286
New York,2016,2020,All Firearm Deaths,non-Hispanic Black,All Genders,1459,14806139,9.76268
New York,2016,2020,All Firearm Deaths,non-Hispanic Black,Male,1349,6913272,18.69842
New York,2016,2020,All Firearm Deaths,non-Hispanic Black,Female,110,7892867,1.39983
New York,2016,2020,All Firearm Deaths,non-Hispanic white,All Genders,2321,54979016,3.73851
New York,2016,2020,All Firearm Deaths,non-Hispanic white,Male,2077,26912515,6.84642
New York,2016,2020,All Firearm Deaths,non-Hispanic white,Female,244,28066501,0.82789
New York,2016,2020,All Firearm Deaths,Latinx,All Genders,468,18803179,2.38917
New York,2016,2020,All Firearm Deaths,Latinx,Male,427,9271294,4.35559
New York,2016,2020,All Firearm Deaths,Latinx,Female,41,9531885,0.4352
New York,2016,2020,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),All Genders,,353831,
New York,2016,2020,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),Male,,170674,
New York,2016,2020,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),Female,,183157,
New York,2016,2020,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),All Genders,51,8985069,0.51436
New York,2016,2020,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),Male,48,4283845,1.0687
New York,2016,2020,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),Female,,4701224,
New York,2016,2020,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,All Genders,2011,97927234,2.1221299171447754
New York,2016,2020,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,Male,1777,47551600,3.79638
New York,2016,2020,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,Female,234,50375634,0.47117
New York,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic Black,All Genders,1298,14806139,8.68235
New York,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic Black,Male,1202,6913272,16.62411
New York,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic Black,Female,96,7892867,1.23065
New York,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic white,All Genders,301,54979016,0.55339
New York,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic white,Male,206,26912515,0.784
New York,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic white,Female,95,28066501,0.32463
New York,2016,2020,Firearm Homicide (including Legal Intervention),Latinx,All Genders,364,18803179,1.82799
New York,2016,2020,Firearm Homicide (including Legal Intervention),Latinx,Male,326,9271294,3.21823
New York,2016,2020,Firearm Homicide (including Legal Intervention),Latinx,Female,38,9531885,0.41893
New York,2016,2020,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),All Genders,,353831,
New York,2016,2020,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),Male,,170674,
New York,2016,2020,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),Female,,183157,
New York,2016,2020,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),All Genders,22,8985069,0.21726
New York,2016,2020,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),Male,20,4283845,0.42141
New York,2016,2020,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),Female,,4701224,
New York,2016,2020,Firearm Suicide,All Races/Ethnicities,All Genders,2285,97927234,2.1068599224090576
New York,2016,2020,Firearm Suicide,All Races/Ethnicities,Male,2124,47551600,4.17624
New York,2016,2020,Firearm Suicide,All Races/Ethnicities,Female,161,50375634,0.29874
New York,2016,2020,Firearm Suicide,non-Hispanic Black,All Genders,150,14806139,0.99439
New York,2016,2020,Firearm Suicide,non-Hispanic Black,Male,137,6913272,1.95472
New York,2016,2020,Firearm Suicide,non-Hispanic Black,Female,13,7892867,
New York,2016,2020,Firearm Suicide,non-Hispanic white,All Genders,1989,54979016,3.11297
New York,2016,2020,Firearm Suicide,non-Hispanic white,Male,1847,26912515,5.99545
New York,2016,2020,Firearm Suicide,non-Hispanic white,Female,142,28066501,0.46904
New York,2016,2020,Firearm Suicide,Latinx,All Genders,96,18803179,0.51302
New York,2016,2020,Firearm Suicide,Latinx,Male,93,9271294,1.06705
